date,pressure,temp_max,temp_mean,temp_min,dew_mean,humidity,insolation,wind_dir,wind_speed,rain,,,
2012-07-27,1004.8,25.3,24.4,23.4,23.4,94,0,ESE,8,31,,,
2012-07-28,1005.2,29.6,26.4,24,23.7,86,6.2,SE SSE,6,0,,,
2012-07-29,1004.5,31.9,28,25.1,23.1,76,12.4,S SE SSE,7,0,,,
2012-07-30,1001.4,32.1,28.4,25.4,23.7,76,11.3,SW,6,0,,,
2012-07-31,999.2,34.7,29.6,25.9,23.6,71,8.9,SW,6,0,,,
2012-08-01,997.5,34.4,30.2,25.8,23.8,69,5.3,SW,8,VST,,,
2012-08-02,997.4,35.8,31.7,28.4,21.6,56,9.5,WSW,10,0,,,
2012-08-03,998.6,34.7,30.3,28.6,22.8,64,0.9,WSW,7,VST,,,
2012-08-04,998.7,32,29.1,27.9,24.2,75,0,SW,5,VST,,,
2012-08-05,1000.3,32.5,28.7,25.3,24.6,79,2.5,S,9,VST,,,
2012-08-06,1002.2,30.9,26.7,24.2,24,86,2.3,E,7,38.6,,,
2012-08-07,1001.2,34,29,25.4,23.8,75,9.3,SW,6,0,,,
2012-08-08,1000.2,34.5,28.9,24.3,23.7,75,4,W SW,11,22.8,,,
2012-08-09,1000.9,35.1,29.3,26.8,23.1,70,9.8,S SW,8,0,,,
2012-08-10,1003,31.8,27.8,23.5,23.9,80,5.5,SSW,8,74.8,,,
2012-08-11,1004,28.8,27,25.9,24.2,85,2,S,8,3.6,,,
2012-08-12,1003.2,30.7,26.7,24.6,24,86,1.4,S,8,2.6,,,
2012-08-13,1003.2,30.9,27.4,26,24.2,83,4.9,SSE,7,VST,,,
2012-08-14,1004.7,31.1,27.9,25.8,24,80,9.9,SSE,7,0,,,
2012-08-15,1004.1,34.2,29.7,26.2,23.6,72,11.5,NNE,8,0,,,
2012-08-16,1001.3,31.4,28.2,25.7,24.1,79,4.6,NNE,20,9.8,,,
2012-08-17,1003.6,28.8,27.3,25.4,23.8,81,1.9,ESE,21,1,,,
2012-08-18,1008.4,30.9,27.8,26.6,24.7,83,6,SSE,10,0,,,
2012-08-19,1008.2,31.9,28.3,25.8,23.8,78,9.4,S,6,0,,,
2012-08-20,1006.4,31.9,28.5,26.1,23.6,76,10.8,SW,8,0,,,
2012-08-21,1006.4,32.9,28.2,26.2,23.4,76,8.1,SW,7,0,,,
2012-08-22,1006.5,28.2,26.6,24.9,23.8,85,0,SW,5,4.6,,,
2012-08-23,1006.2,31.9,28.2,24.6,22.4,73,10.2,NNE,10,0,,,
2012-08-24,1005.5,33.1,29.3,25.8,21.9,66,9.2,N,13,0,,,
2012-08-25,1004.2,34,29.9,26.1,20.6,58,10.1,NW NNW,14,0,,,
2012-08-26,1001.7,32.5,29.1,27.2,21.2,63,1.6,N,14,0,,,
2012-08-27,1001.7,35.5,29.5,26.7,21.2,62,6.8,SW,9,0.8,,,
2012-08-28,1004.4,34.5,30.1,28,23.8,70,9.3,W,8,0,,,
2012-08-29,1007.1,32.3,28.8,24.8,24.4,78,5.4,SW,7,4.4,,,
2012-08-30,1007.2,33.3,29.2,27.1,24.2,75,6.8,SSE,7,0,,,
2012-08-31,1007.5,31.1,28.1,26.1,23.5,77,6.3,SSE,8,0.6,,,
2012-09-01,1007.7,30.7,27.6,25,23.5,79,7.3,E,14,4.4,,,
2012-09-02,1008.2,30.3,27.5,24.9,23.1,77,10.5,E ESE,13,3,,,
2012-09-03,1008.4,30.6,27.9,25,22.9,74,9.4,E,11,2.2,,,
2012-09-04,1010.2,31.9,27.7,25.6,23,76,8.9,E NE,16,7.2,,,
2012-09-05,1012.5,29.7,27.3,25.5,23.2,79,7.2,E NE,17,2.6,,,
2012-09-06,1013.2,31.2,27.7,25.4,23.8,80,3.5,E,14,10.4,,,
2012-09-07,1013.2,30.7,27.3,25.8,24.8,86,2.4,ESE,11,7.2,,,
2012-09-08,1012.2,31.8,28.1,25.6,23.8,78,6.6,S,6,0,,,
2012-09-09,1011,31.5,28.3,26.3,23.3,75,8.6,SE,6,0,,,
2012-09-10,1010.4,33.2,28.5,25.9,22.3,70,9.8,S,6,0,,,
2012-09-11,1010,31.6,28.8,26.5,22.8,70,11.1,ESE,8,0,,,
2012-09-12,1009.2,31.3,28.2,24.6,23.4,75,8,SE,8,6.6,,,
2012-09-13,1008.6,33,28.4,24.6,22.9,73,10.4,ESE,10,5.4,,,
2012-09-14,1009.6,28.1,25.2,23.2,18.6,67,6.6,N,28,0,,,
2012-09-15,1010.6,28.9,25.2,20.9,17.9,64,5.7,N,22,0.4,,,
2012-09-16,1011.1,29.6,26.1,22.7,17.2,59,10.8,NNE,18,0,,,
2012-09-17,1011.5,29.8,26.1,23,14.3,50,10.8,NNE,19,0,,,
2012-09-18,1010.2,31.2,26.4,23.4,16.8,57,6.2,SSE,9,0,,,
2012-09-19,1010.9,28.3,26.1,24.7,20.6,72,0.6,E,8,0,,,
2012-09-20,1011.6,29.1,25.9,23.8,22.3,81,1.1,E,12,1.8,,,
2012-09-21,1010.6,29.7,27,25.9,22.8,78,6.1,E,16,VST,,,
2012-09-22,1009,31.4,27.9,25.7,24,80,9.9,E,10,0,,,
2012-09-23,1007.4,32.6,28,25.6,23.6,78,6.3,SSE,6,0,,,
2012-09-24,1007.2,32.5,27.9,25.1,23.6,78,5.7,E,8,VST,,,
2012-09-25,1009.7,30.3,26.8,24.8,22.3,77,1.9,E,14,1.4,,,
2012-09-26,1010.8,31.8,27.2,24.7,21.9,74,1,NNE,11,0.4,,,
2012-09-27,1009.8,32.6,28,24.5,18.5,59,10,N,17,0,,,
2012-09-28,1009.6,32.2,28.1,25.4,16.9,51,9.3,N,23,0,,,
2012-09-29,1011.5,31.3,27.2,24.3,17,54,9.4,NNE,20,0,,,
2012-09-30,1013.4,29.7,25.8,23.6,15.5,54,5.1,NNE,18,0,,,
2012-10-01,1013.7,29.3,25.6,24.3,18.8,66,0.6,NNE,14,0,,,
2012-10-02,1013.2,31.1,26,23.9,19.1,67,9.8,NE,12,0,,,
2012-10-03,1010.7,31.3,25.7,23,19.2,69,9.1,E,9,0,,,
2012-10-04,1010.3,31.4,26.1,23,19.7,69,8.5,ESE,8,0,,,
2012-10-05,1013.2,30,26.1,24.2,18.7,65,7.8,E,13,0,,,
2012-10-06,1015.2,32.3,26.7,24.1,19.7,67,9.4,E,12,0,,,
2012-10-07,1015.5,30.2,26.4,24.7,18.8,64,7.2,E,14,VST,,,
2012-10-08,1014.1,30.6,26,24.4,19.8,69,7,E,10,VST,,,
2012-10-09,1013,31.3,26.5,23.7,19.4,66,8,NE,8,0,,,
2012-10-10,1012.8,30.2,26.2,23.6,16.2,56,9.7,N NNE,16,0,,,
2012-10-11,1013,30.5,25.5,23.2,15.6,56,9.5,SSE,12,0,,,
2012-10-12,1012.9,29.5,25,23,18.3,67,8.6,SE,6,0,,,
2012-10-13,1012.5,29.4,24.9,22.6,18.7,69,8.6,SSE,7,0,,,
2012-10-14,1013.5,29.9,25.3,22.5,19.6,72,7.9,S,6,0,,,
2012-10-15,1015.1,29.5,25.6,23.4,20.1,72,8,SSE,6,0,,,
2012-10-16,1014.8,29.4,25.3,23.4,20.3,74,4.5,SSE,7,0,,,
2012-10-17,1014.2,29.8,25.9,23.3,18.8,66,9.1,N,23,0,,,
2012-10-18,1016.4,28.2,24.2,21.8,15.4,60,1.7,NNE,19,VST,,,
2012-10-19,1017.1,27,24.1,23,18.7,73,7.9,E,17,0,,,
2012-10-20,1017.1,28.2,24.6,23.1,19.3,73,9.1,E,13,0,,,
2012-10-21,1017.2,30.6,25,22.2,18,66,9.9,E NE ESE,11,0,,,
2012-10-22,1016,31,25.3,21.9,18.8,69,9.8,SSE,10,0,,,
2012-10-23,1014.6,31.9,25.8,21.9,19.7,71,9.7,NNE,10,0,,,
2012-10-24,1014.9,29.4,25,23.2,19.6,72,9.8,E,14,0,,,
2012-10-25,1014.6,30.1,25.2,23.6,19.8,73,9.4,E,12,0,,,
2012-10-26,1014.1,27.4,23.9,21.9,19.9,79,0,NE NNE,19,2,,,
2012-10-27,1014.7,28.6,25.3,22.9,21.2,79,0.9,NE,20,0.2,,,
2012-10-28,1015.8,31,25.8,23.8,20.8,75,6.5,NE,18,0,,,
2012-10-29,1013.9,26.9,24.7,23.8,21.2,81,0,E,21,0.2,,,
2012-10-30,1012.2,24.3,22.6,18.9,21.6,94,0,NNE,24,53.2,,,
2012-10-31,1016,22.4,19.6,17,14.7,75,1.3,NNE,36,7,,,
2012-11-01,1017,24.5,20.6,17.5,11.5,56,9.4,NNE,20,0,,,
2012-11-02,1015.8,25.9,22.1,19.3,15.5,67,8.1,NNE,14,0,,,
2012-11-03,1015.2,27.6,23.1,21.4,18.4,76,5,E,12,VST,,,
2012-11-04,1014.9,27.1,23.3,20.9,16.1,66,8.2,N,18,0,,,
2012-11-05,1015.6,28,23.4,21.2,15.6,62,8.1,NNE,15,0,,,
2012-11-06,1016.6,27.4,23.4,20.9,16,64,9.1,E,13,0,,,
2012-11-07,1015.5,25.1,22.7,21.8,17.8,74,6.7,E,17,VST,,,
2012-11-08,1013.1,25.3,23.1,21.9,20.3,84,1,ESE,12,0,,,
2012-11-09,1012.6,28.6,24.3,22.7,22.1,88,5.1,SE,8,0,,,
2012-11-10,1013.3,28.6,24.8,23.1,22.4,87,7,SE,6,0,,,
2012-11-11,1017.3,24.1,20.5,18.9,16,76,1.9,N,28,0.4,,,
2012-11-12,1018.3,23.6,20.2,17.9,14.3,69,2.1,N,17,0,,,
2012-11-13,1016.5,26.5,21.9,18.8,17,74,8.5,N,12,0,,,
2012-11-14,1015.9,26.1,22.6,20.5,18.8,80,6.1,E,10,0,,,
2012-11-15,1017.3,23.1,22.4,21.9,19.3,82,0,E,18,0,,,
2012-11-16,1016.9,24.3,22.5,21.3,19.6,84,0.4,E,19,2,,,
2012-11-17,1016.5,21.3,18.3,17.1,16.2,88,0,N,23,9.8,,,
2012-11-18,1016.8,19.7,18.2,16.7,15.9,86,0,NNE,18,0.6,,,
2012-11-19,1016.8,23.8,21,19.3,17.6,81,2.1,NNE,12,0,,,
2012-11-20,1016,21.8,21.1,20.5,18.6,85,0,E,16,2.6,,,
2012-11-21,1012.7,22.6,22,21.4,21.3,96,0,SE,10,8.6,,,
2012-11-22,1011,27.7,24.8,22.3,22.9,90,8.4,S,8,0.8,,,
2012-11-23,1013.7,25,21.1,18,18.7,86,0.5,N,18,6.2,,,
2012-11-24,1017.6,20.2,16.9,14.9,15.3,91,0,NNE,21,0.2,,,
2012-11-25,1015.4,22.1,20.3,18.3,19.8,97,0,NNE,9,9.6,,,
2012-11-26,1016.3,21.5,17,13,16.3,95,0,N,18,0.8,,,
2012-11-27,1018.1,14.6,13.1,11.8,13,99,0,N,20,15.2,,,
2012-11-28,1015,17.8,16,14.5,15.8,98,0,N,8,2.6,,,
2012-11-29,1014.8,19.7,17.7,15.9,17.2,97,0,N NNE,12,6.4,,,
2012-11-30,1013.3,22.2,19.2,17.5,18.7,97,0,N,8,4.4,,,
2012-12-01,1014.8,22.8,19.6,17.8,18.6,94,0.6,NNE,8,0.4,,,
2012-12-02,1016.1,18.4,15.1,14.2,14.7,98,0,N,17,7.4,,,
2012-12-03,1017.7,15.5,14.4,13.8,13.6,95,0,N,20,4,,,
2012-12-04,1016.7,14.4,13.5,12.2,12.5,94,0,N,18,3.6,,,
2012-12-05,1017.9,14.5,14.1,13.5,12.6,91,0,N,25,7.4,,,
2012-12-06,1018.4,17.6,15.2,12.8,10.7,75,0,NNE,17,0,,,
2012-12-07,1017.8,20.9,17.6,15,13.4,77,2.6,NNE,13,0,,,
2012-12-08,1016.3,21.2,18.3,16.1,14.3,78,3.9,NNE,15,0.4,,,
2012-12-09,1016.1,23.1,18.6,16.3,14.2,76,7.7,E NNE,15,0,,,
2012-12-10,1016.5,20.8,18.1,17.1,13.9,77,2.4,E,14,0,,,
2012-12-11,1018.2,20.4,17.4,15,13.4,78,2.2,N,19,VST,,,
2012-12-12,1020.6,20.1,16.5,13.5,12,75,7,NNE,18,VST,,,
2012-12-13,1019.9,22.5,18.6,16.1,14.6,78,4.8,NNE,16,0,,,
2012-12-14,1018.5,24.7,20.3,17.5,17.4,84,4.8,SSE,8,0,,,
2012-12-15,1015.5,25.3,21.4,19.2,19.4,88,2,SE SSE,7,0,,,
2012-12-16,1015.3,27.6,22.4,20.2,20.3,89,5.8,SSE,6,0,,,
2012-12-17,1016.3,23.3,20.8,19.8,19.2,91,1,E,12,VST,,,
2012-12-18,1020.5,20,15.7,12,13.6,88,0,N,24,2,,,
2012-12-19,1020.1,16.6,12.8,10.6,9.8,82,0,N,24,VST,,,
2012-12-20,1017.2,19,17.8,16,16.2,90,0,E,16,VST,,,
2012-12-21,1016.2,24.1,20.4,18.3,18.6,90,1.3,E,7,VST,,,
2012-12-22,1019.8,19.1,15.3,11.7,11.7,79,2.1,NNW,17,0,,,
2012-12-23,1025.4,14.2,11.3,9.2,4.8,64,6.4,N,31,0,,,
2012-12-24,1023.7,15.5,11.3,7.9,5.5,68,8.9,N NNE,19,0,,,
2012-12-25,1020.5,16.6,14.6,12.7,9.9,73,0,NNE,15,0,,,
2012-12-26,1018.9,21,17.4,15.8,13.1,76,1,NNE,15,VST,,,
2012-12-27,1017.3,18.8,16.5,15,13.6,83,0,N,18,0,,,
2012-12-28,1016.1,22.9,18.4,14.4,14,76,7.8,N,11,0.2,,,
2012-12-29,1016.6,18.9,16,8.2,14.5,91,0,NE NNW,15,18.6,,,
2012-12-30,1022.3,11.6,8.8,6.8,2.8,67,3.3,N,30,VST,,,
2012-12-31,1022.9,12.9,8.9,5.9,-2.2,46,8.5,N,22,0,,,
2013-01-01,1020.7,16.7,12.2,9.2,2.9,53,3.4,N,15,0,,,
2013-01-02,1019.4,19.7,15.6,12.4,7.7,60,5.9,N NNE,11,0,,,
2013-01-03,1023.1,16.6,14.6,10.9,9.2,70,1.6,N,20,0,,,
2013-01-04,1021.5,11,9.5,8.5,6.2,80,0,N,23,0,,,
2013-01-05,1019.1,15.1,10.4,7.1,6.8,79,7.5,N,18,VST,,,
2013-01-06,1019.8,15.4,11.2,9.2,7.1,76,2.7,NNW,14,0,,,
2013-01-07,1018.8,17.7,12.8,9.3,8.4,74,7.1,N,15,0,,,
2013-01-08,1017.9,19.2,15.1,13.2,9.3,69,4.1,NNE,13,0,,,
2013-01-09,1020,16.2,13.2,10.9,7.3,68,7.3,N,17,0,,,
2013-01-10,1021.3,13.9,11.9,10.1,6,68,0.1,N,20,0,,,
2013-01-11,1020.9,20,14.5,12.1,8.9,70,6.8,N NNE,14,0,,,
2013-01-12,1019.1,17.4,14.2,11.4,9.2,72,0,NNW,12,0,,,
2013-01-13,1016,20.8,15.4,11.6,9.6,69,7.9,NW,14,0,,,
2013-01-14,1019.3,18,14.3,10.4,8.9,71,9.3,N,16,0,,,
2013-01-15,1021.2,17.9,14.9,13.4,10.7,76,2,E,15,0,,,
2013-01-16,1021.3,22.2,16.6,12.3,11.4,73,9,NNE NNW,9,0,,,
2013-01-17,1024.3,20.4,16.3,13.7,10.6,70,8.7,NNE,20,0,,,
2013-01-18,1026.8,17.6,13.8,12.1,8.1,69,4.1,NNE,18,0,,,
2013-01-19,1023.3,18.5,14.5,12.4,9.7,74,8.7,E,11,0,,,
2013-01-20,1020.6,19.8,16.5,13.4,13.4,82,0,NE,6,0,,,
2013-01-21,1019.6,25.8,19.7,17,15.6,78,3.9,NNE,9,0,,,
2013-01-22,1019.1,26.6,20.9,16.9,16.6,78,9.3,NNE,9,0,,,
2013-01-23,1019.2,21.6,17.5,16,15.7,89,2.1,SE,8,0,,,
2013-01-24,1018.4,21.9,18,15.7,14.8,82,7.6,SE,8,0,,,
2013-01-25,1019.2,21.5,17.1,15.2,12.7,76,6.8,N,12,0,,,
2013-01-26,1018.8,19.9,16.8,15,14.2,85,2.4,E,12,1.6,,,
2013-01-27,1022,17.2,15.4,14.2,12.6,84,0.2,NNE,17,0,,,
2013-01-28,1022.3,19.1,16,13.8,9.7,67,8.3,E,12,0,,,
2013-01-29,1021.9,22.4,17.2,15.1,12.5,75,6.9,NNE,10,0,,,
2013-01-30,1022.5,20.7,17.5,15.6,14.2,82,7.8,E,11,0,,,
2013-01-31,1021.5,21.7,18.1,16.1,13.2,74,8.5,E,11,0,,,
2013-02-01,1020.2,26.1,20.3,16.5,14.6,72,8.7,SSE,9,0,,,
2013-02-02,1019.8,28.3,20.8,17.6,15.6,74,5.7,SE,10,VST,,,
2013-02-03,1018.8,19.9,18,17.2,16,88,0,SE ESE,11,0.2,,,
2013-02-04,1018.6,24.8,20.1,18,17.5,85,0.2,SSE,5,VST,,,
2013-02-05,1017.6,26.5,20.6,18.5,19.1,92,5.5,SSE,8,VST,,,
2013-02-06,1015.8,24.9,20.2,18.5,18.5,90,3.5,SE,7,0,,,
2013-02-07,1013.9,19.8,18.3,17.3,17.3,94,0,ESE,12,0,,,
2013-02-08,1019,18,15.2,11.8,14.2,94,0,E,20,0.4,,,
2013-02-09,1022.8,13.8,11.6,10,8.3,80,0,N,23,VST,,,
2013-02-10,1020.7,17.1,13.9,10.9,9.6,76,0,N,13,0,,,
2013-02-11,1019.7,20.5,16.6,14.2,13.6,83,8.1,E,13,VST,,,
2013-02-12,1020.2,22.7,17.9,14.4,13.4,76,9,NNE,18,0.2,,,
2013-02-13,1020.2,19.6,15.6,13.4,11.2,75,3.5,NNE,15,0,,,
2013-02-14,1017.3,22.8,17.8,15.9,14.3,80,1.1,E,9,0,,,
2013-02-15,1017,25.9,19.8,16.5,15.4,76,2,NNE,8,VST,,,
2013-02-16,1018.9,17.4,16.2,15.3,13.1,82,0,E,16,0,,,
2013-02-17,1015.6,22,17.6,15.7,14.9,85,3.2,E NNE,11,VST,,,
2013-02-18,1013.3,23.4,19.3,17.2,17.8,91,0.3,SE,6,0.2,,,
2013-02-19,1014.6,25,19.1,16.4,16.7,86,3.1,N,8,0.4,,,
2013-02-20,1019.8,17.5,15.8,14.3,11.2,74,0,NNE,17,VST,,,
2013-02-21,1020.2,21.7,16.9,15.4,13.2,79,3.6,NNE,10,0,,,
2013-02-22,1021.7,22.8,17.7,14.6,12,70,6.3,N,15,0,,,
2013-02-23,1023.1,21.4,16.5,13.9,11.2,72,4.7,N,16,0,,,
2013-02-24,1020.8,21,17.4,15.5,13.4,78,0.1,E,12,0,,,
2013-02-25,1018.8,21.8,18.9,17.5,14.7,77,0.4,ESE,10,0,,,
2013-02-26,1016.2,25.5,20.2,17.8,17.8,87,0.4,SE SSE,7,0.4,,,
2013-02-27,1014.1,26.4,21.6,19.3,19.2,87,6.6,S SSE,5,0,,,
2013-02-28,1013.3,20,18.6,17.9,18.1,97,0,ESE,10,0.4,,,
2013-03-01,1013.8,20.3,19.1,17.9,18.7,97,0,SE,9,0.2,,,
2013-03-02,1020.2,20.6,17.1,13.8,16,93,0,NNE,16,3.6,,,
2013-03-03,1024,16,13.5,12.1,8.1,70,0,N,23,0,,,
2013-03-04,1023.6,21.7,15.6,11.4,6.6,57,9.4,N,15,0,,,
2013-03-05,1023.1,23.9,18.1,14.7,8.2,55,9.5,SE,12,0,,,
2013-03-06,1021,24.2,18.6,16.3,12.7,70,9.8,SSE,9,0,,,
2013-03-07,1019.8,25,20.2,16.2,11.4,59,10.4,ESE,6,0,,,
2013-03-08,1016.8,26.4,21.5,16.3,8,44,10.1,SSW,7,0,,,
2013-03-09,1014.7,25,20.2,16.9,14.8,73,8.7,SSE,8,0,,,
2013-03-10,1014.7,25.2,20.6,17.2,15.8,76,10.3,SSE,7,0,,,
2013-03-11,1016.5,22.6,19.2,17.9,16.6,85,5,ESE,10,0,,,
2013-03-12,1015.5,22.7,19.6,17.8,16.8,84,6.8,ESE,10,0,,,
2013-03-13,1014.7,26.9,21.6,19,18.7,85,2.6,SE,6,VST,,,
2013-03-14,1019.1,20.8,18.7,17.5,16.9,89,0,E,13,0.2,,,
2013-03-15,1021.2,21.6,18.2,16.8,15,81,3.2,E,10,0,,,
2013-03-16,1019.2,22.3,19.1,17.4,16.2,84,7.4,ESE,9,VST,,,
2013-03-17,1013.7,22,19.8,17.9,18.2,90,0.7,SE,6,VST,,,
2013-03-18,1010.6,26.1,22,19.8,20.5,91,1.3,S SSE,5,0,,,
2013-03-19,1010.4,25.1,22.7,21.1,21.9,95,0,SSE,12,22.8,,,
2013-03-20,1012,27.7,23.4,20.7,21.5,89,5.6,S SSE,7,0.8,,,
2013-03-21,1013.5,24.9,20.2,18.6,18.9,92,1.8,E ESE,11,VST,,,
2013-03-22,1013.3,23.3,20.2,18.6,18.8,92,1.7,ESE,10,VST,,,
2013-03-23,1011.6,24.8,21.9,20.3,19.9,89,2.2,SE SSE,6,VST,,,
2013-03-24,1010.4,25.7,22.2,21.1,20.6,90,1,SSE,5,VST,,,
2013-03-25,1011.3,22,20.6,19.4,19.4,93,0,E,16,VST,,,
2013-03-26,1010.8,20.6,19.3,18.4,18.9,97,0,ESE,14,32.4,,,
2013-03-27,1013.2,21,19.2,18.2,17.9,92,0,NNE,13,1,,,
2013-03-28,1012.4,20,18.9,17.7,18.2,95,0,E,10,28.4,,,
2013-03-29,1013.2,22,19.6,18.3,18.6,94,0,N NNE,10,4.4,,,
2013-03-30,1012.5,19.4,18.6,17.9,18.1,97,0,E,20,36,,,
2013-03-31,1014.5,20.5,19.2,18.5,18.6,96,0,NNE,10,0.8,,,
2013-04-01,1015.3,20.3,19.4,18.6,17.6,90,0,ESE,11,VST,,,
2013-04-02,1013.9,20.8,20.1,19.4,19.4,96,0,ESE,6,12.6,,,
2013-04-03,1011.6,19.9,18.9,18.1,17.9,94,0,E,16,1.8,,,
2013-04-04,1007.3,21.2,19.4,18.5,18.9,97,0,SE,11,0.6,,,
2013-04-05,1002.5,25.8,23.6,20.1,22.7,94,0,SSW,10,1.4,,,
2013-04-06,1008.4,22.7,18.8,15.8,14.6,77,3.2,N,25,0.8,,,
2013-04-07,1013.1,20.9,16.7,13.8,9.5,63,2.4,N,20,0,,,
2013-04-08,1013,19.8,18.1,17.4,14.7,80,0,NNE,12,VST,,,
2013-04-09,1014.5,19.1,17.5,16,17.2,98,0,NNE,16,27.2,,,
2013-04-10,1017.4,19.1,17.4,16.2,16.4,94,0,NNE,19,15.4,,,
2013-04-11,1017.8,17.6,16.4,15,16,97,0,NNE,18,9,,,
2013-04-12,1019.5,19.9,16.6,14.9,14.7,89,0.1,NNE,15,2.4,,,
2013-04-13,1017.1,24.3,19.4,16.3,13.6,70,4,SSE,6,0,,,
2013-04-14,1013.8,25.7,20.9,18.5,15.8,73,4.7,WSW,6,0,,,
2013-04-15,1010.8,26.6,22.3,18.5,17.9,77,9.9,SE,8,0,,,
2013-04-16,1008.7,23.4,21.5,19.9,20.4,94,0,SSE,5,2.6,,,
2013-04-17,1007.8,24.5,23.7,22.6,23,96,0,S,9,1.2,,,
2013-04-18,1008.4,26.8,24,21.2,22.9,94,0.8,S,8,70.2,,,
2013-04-19,1008.7,25.3,24.2,21.5,23.6,96,0,S/SSE,7,5.2,,,
2013-04-20,1010.6,25.2,22.4,20.6,21.1,92,1.6,SE,9,0.6,,,
2013-04-21,1014.2,23.1,21,19.5,19.2,89,0,E,16,VST,,,
2013-04-22,1015.3,19.8,19.2,18.7,18.1,94,0,E,18,3.2,,,
2013-04-23,1014.3,24.5,21.4,19.5,19.7,90,3.5,ESE,10,0.2,,,
2013-04-24,1012.8,26.9,23.3,21.2,21.4,89,5,S,6,VST,,,
2013-04-25,1011.2,29.3,24.8,21.7,22.4,87,6.6,S,8,10.2,,,
2013-04-26,1012.8,22,21.1,20,19.1,89,0,E,13,6,,,
2013-04-27,1012.6,22.6,20.8,20.2,17.2,80,0,E,11,VST,,,
2013-04-28,1012.4,23,21.5,20,20.2,92,0,ESE,11,VST,,,
2013-04-29,1011.7,24.4,22.7,21.3,21.8,95,0,SE,9,VST,,,
2013-04-30,1009,28.4,23.3,19.7,21.8,92,3.1,S,10,29.4,,,
2013-05-01,1009.4,24.9,21.4,19.7,18.9,86,2.2,E,17,1.2,,,
2013-05-02,1010.4,21.5,18.8,16.1,15.4,80,0.2,NE,16,3.4,,,
2013-05-03,1011.1,22.4,19.4,18.4,17.5,89,0,NE,15,2.6,,,
2013-05-04,1013.8,24,20.4,17.9,18.2,88,0,NNE,16,3,,,
2013-05-05,1014.5,26.4,22.2,20.1,19.2,84,0.5,NNE,10,0,,,
2013-05-06,1013.1,23.2,21.9,20.9,20.6,92,0,ESE,9,0.4,,,
2013-05-07,1012.2,25.7,22.8,21.5,21.5,93,0,ESE,11,0,,,
2013-05-08,1010.7,24.5,22.6,21.4,21.9,96,0,ESE,15,116.8,,,
2013-05-09,1010.1,29.6,24.8,21.8,23.6,93,6.5,SE,9,0,,,
2013-05-10,1008.5,25.6,23.3,22.4,22.6,96,0,S/SW,7,43,,,
2013-05-11,1006.9,28.4,24.7,22.4,23,90,5.8,ESE,6,VST,,,
2013-05-12,1007.9,27.3,24.3,22.9,23.4,95,1.9,SE,7,8.2,,,
2013-05-13,1007.8,28,24.8,22.8,23.7,94,3.7,SE,8,0,,,
2013-05-14,1006.4,26.7,25.2,24.3,24.8,98,0,SE,10,9.2,,,
2013-05-15,1005,29.5,27.1,25,26.3,95,3.2,SSE,14,0,,,
2013-05-16,1005.5,28.7,26.2,23.8,25.1,93,0,S,10,8.6,,,
2013-05-17,1007.9,28.7,25.4,23.8,24.7,96,1.4,SSE,7,6.8,,,
2013-05-18,1006.7,31.6,28.2,25.4,26.1,91,7.6,S,7,17.4,,,
2013-05-19,1005.4,31.2,28.4,25.2,26,87,8.5,SSW,8,0,,,
2013-05-20,1004.9,30.5,27.8,24.1,25.6,88,6.4,S,8,11,,,
2013-05-21,1005.4,30,25.7,22.6,24.5,93,2.4,SE,6,24.8,,,
2013-05-22,1005.8,25.8,24.4,23,24,98,0,S,3,321.4,,,
2013-05-23,1009,28.8,25.9,23.7,24.5,92,2.5,ESE,4,0,,,
2013-05-24,1009.8,30.5,27,24.8,25.2,90,5.4,C,3,VST,,,
2013-05-25,1009.3,27.2,25.4,23.6,24.9,97,0,SE,7,77.8,,,
2013-05-26,1007.4,28,26.8,24.9,26,95,0,SSE,13,20.6,,,
2013-05-27,1007,30.2,27.9,26.8,26.2,90,1.6,S,10,1.6,,,
2013-05-28,1009.2,31,28.6,26.9,26.6,89,7.1,S,9,VST,,,
2013-05-29,1011,30.8,28.4,26.8,26.4,88,2.5,S,8,VST,,,
2013-05-30,1011,31.5,28.6,26.4,25.9,85,10,S,6,0,,,
2013-05-31,1009.7,32.1,28.8,26.3,25.7,83,10.5,S/SW,7,0,,,
2013-06-01,1008.1,32.2,29.1,26.8,25.5,81,12.2,SSW,8,0,,,
2013-06-02,1006.5,33.4,29.7,26.9,25,76,11.6,SSW,7,0,,,
2013-06-03,1007.1,32.4,29.5,26.8,25.9,81,6.1,SW,6,0,,,
2013-06-04,1010.1,31.4,28.6,25.1,25,80,7.1,S/SE,8,0.4,,,
2013-06-05,1011.2,31,26.6,23.8,24.7,89,1.2,SE,7,7.4,,,
2013-06-06,1010.2,29.2,26.4,23,24.9,92,2,SE,7,33.8,,,
2013-06-07,1007,31.2,28.4,26.4,25.7,86,10.6,S,8,2.6,,,
2013-06-08,1003.6,30.7,28.6,26.5,25.9,86,5.7,SSW,8,1.2,,,
2013-06-09,1002.2,32.3,28.9,25.9,26.4,87,5.5,S,8,1.2,,,
2013-06-10,1002.5,30.7,27.3,24,26.1,93,2,S,6,26.2,,,
2013-06-11,1004.7,26.4,23.2,21.8,22.3,95,0,N,15,32.4,,,
2013-06-12,1005.9,27.8,24.4,22.4,20.7,80,1.5,N,17,VST,,,
